LOCAL,LATITUDE,LONGITUDE,MUNICIPIO,UF
PALMITAL-PR,"-24,89","-52,2",PALMITAL,PR
PALMITAL-SP,"-22,78","-50,21",PALMITAL,SP
PALMITINHO-RS,"-27,35","-53,55",PALMITINHO,RS
PALMITOS-SC,"-27,06","-53,16",PALMITOS,SC
PALMOPOLIS-MG,"-16,73","-40,42",PALMOPOLIS,MG
PALOTINA-PR,"-24,28","-53,84",PALOTINA,PR
PANAMA-GO,"-18,17","-49,35",PANAMA,GO
PANAMBI-RS,"-28,29","-53,5",PANAMBI,RS
PANCAS-ES,"-19,22","-40,85",PANCAS,ES
PANELAS-PE,"-8,66",-36,PANELAS,PE
PANORAMA-SP,"-21,35","-51,86",PANORAMA,SP
PANTANO GRANDE-RS,"-30,19","-52,37",PANTANO GRANDE,RS
PAO DE ACUCAR-AL,"-9,74","-37,43",PAO DE ACUCAR,AL
PAPAGAIOS-MG,"-19,44","-44,74",PAPAGAIOS,MG
PAPANDUVA-SC,"-26,37","-50,14",PAPANDUVA,SC
PAQUETA-PI,"-7,1","-41,7",PAQUETA,PI
PARA DE MINAS-MG,"-19,86","-44,6",PARA DE MINAS,MG
PARACAMBI-RJ,"-22,61","-43,7",PARACAMBI,RJ
PARACATU-MG,"-17,22","-46,87",PARACATU,MG
PARACURU-CE,"-3,41","-39,03",PARACURU,CE
PARAGOMINAS-PA,"-2,99","-47,35",PARAGOMINAS,PA
PARAGUACU PAULISTA-SP,"-22,41","-50,57",PARAGUACU PAULISTA,SP
PARAGUACU-MG,"-21,54","-45,73",PARAGUACU,MG
PARAIBA DO SUL-RJ,"-22,16","-43,29",PARAIBA DO SUL,RJ
PARAIBANO-MA,"-6,43","-43,98",PARAIBANO,MA
PARAIBUNA-SP,"-23,38","-45,66",PARAIBUNA,SP
PARAIPABA-CE,"-3,43","-39,14",PARAIPABA,CE
PARAI-RS,"-28,59","-51,78",PARAI,RS
PARAISO DO NORTE-PR,"-23,28","-52,6",PARAISO DO NORTE,PR
PARAISO DO SUL-RS,"-29,66","-53,14",PARAISO DO SUL,RS
PARAISO DO TOCANTINS-TO,"-10,17","-48,86",PARAISO DO TOCANTINS,TO
PARAISOPOLIS-MG,"-22,55","-45,78",PARAISOPOLIS,MG
PARAISO-SC,"-26,61","-53,67",PARAISO,SC
PARAISO-SP,"-21,01","-48,77",PARAISO,SP
PARAMBU-CE,"-6,21","-40,69",PARAMBU,CE
PARAMIRIM-BA,"-13,44","-42,23",PARAMIRIM,BA
PARAMOTI-CE,"-4,09","-39,23",PARAMOTI,CE
PARANACITY-PR,"-22,93","-52,15",PARANACITY,PR
PARANAGUA-PR,"-25,52","-48,5",PARANAGUA,PR
PARANAIBA-MS,"-19,67","-51,19",PARANAIBA,MS
PARANAIGUARA-GO,"-18,91","-50,65",PARANAIGUARA,GO
PARANAITA-MT,"-9,66","-56,47",PARANAITA,MT
PARANAPANEMA-SP,"-23,38","-48,72",PARANAPANEMA,SP
PARANAPOEMA-PR,"-22,63","-52,09",PARANAPOEMA,PR
PARANAPUA-SP,"-20,1","-50,58",PARANAPUA,SP
PARANA-RN,"-6,48","-38,31",PARANA,RN
PARANATAMA-PE,"-8,92","-36,65",PARANATAMA,PE
PARANATINGA-MT,"-14,43","-54,05",PARANATINGA,MT
PARANA-TO,"-12,61","-47,88",PARANA,TO
PARANAVAI-PR,"-23,07","-52,46",PARANAVAI,PR
PARANHOS-MS,"-23,89","-55,43",PARANHOS,MS
PARAOPEBA-MG,"-19,27","-44,4",PARAOPEBA,MG
PARAPUA-SP,"-21,78","-50,79",PARAPUA,SP
PARARI-PB,"-7,32","-36,65",PARARI,PB
PARATINGA-BA,"-12,69","-43,18",PARATINGA,BA
PARATI-RJ,"-23,21","-44,71",PARATI,RJ
PARAUAPEBAS-PA,"-6,06","-49,9",PARAUAPEBAS,PA
PARAUNA-GO,"-16,94","-50,44",PARAUNA,GO
PARAU-RN,"-5,77","-37,1",PARAU,RN
PARAZINHO-RN,"-5,22","-35,83",PARAZINHO,RN
PARDINHO-SP,"-23,08","-48,37",PARDINHO,SP
PARECI NOVO-RS,"-29,63","-51,39",PARECI NOVO,RS
PARECIS-RO,"-12,19","-61,6",PARECIS,RO
PARELHAS-RN,"-6,68","-36,65",PARELHAS,RN
PARICONHA-AL,"-9,25",-38,PARICONHA,AL
PARINTINS-AM,"-2,62","-56,73",PARINTINS,AM
PARIPIRANGA-BA,"-10,68","-37,86",PARIPIRANGA,BA
PARIPUEIRA-AL,"-9,46","-35,55",PARIPUEIRA,AL
PARIQUERA-ACU-SP,"-24,71","-47,88",PARIQUERA-ACU,SP
PARISI-SP,"-20,3","-50,01",PARISI,SP
PARNAGUA-PI,"-10,22","-44,63",PARNAGUA,PI
PARNAIBA-PI,"-2,9","-41,77",PARNAIBA,PI
PARNAMIRIM-PE,"-8,09","-39,57",PARNAMIRIM,PE
PARNAMIRIM-RN,"-5,91","-35,26",PARNAMIRIM,RN
PARNARAMA-MA,"-5,68","-43,09",PARNARAMA,MA
PAROBE-RS,"-29,62","-50,83",PAROBE,RS
PASSA E FICA-RN,"-6,43","-35,64",PASSA E FICA,RN
PASSA QUATRO-MG,"-22,39","-44,96",PASSA QUATRO,MG
PASSA SETE-RS,"-29,45","-52,96",PASSA SETE,RS
PASSA TEMPO-MG,"-20,65","-44,49",PASSA TEMPO,MG
PASSA VINTE-MG,"-22,2","-44,23",PASSA VINTE,MG
PASSABEM-MG,"-19,35","-43,13",PASSABEM,MG
PASSAGEM FRANCA DO PIAUI-PI,"-5,85","-42,44",PASSAGEM FRANCA DO PIAUI,PI
PASSAGEM FRANCA-MA,"-6,18","-43,78",PASSAGEM FRANCA,MA
PASSAGEM-PB,"-7,13","-37,04",PASSAGEM,PB
PASSAGEM-RN,"-6,27","-35,37",PASSAGEM,RN
PASSIRA-PE,"-7,99","-35,58",PASSIRA,PE
PASSO DE CAMARAGIBE-AL,"-9,23","-35,49",PASSO DE CAMARAGIBE,AL
PASSO DE TORRES-SC,"-29,31","-49,72",PASSO DE TORRES,SC
PASSO DO SOBRADO-RS,"-29,74","-52,27",PASSO DO SOBRADO,RS
PASSO FUNDO-RS,"-28,26","-52,4",PASSO FUNDO,RS
PASSOS MAIA-SC,"-26,78","-52,05",PASSOS MAIA,SC
PASSOS-MG,"-20,71","-46,61",PASSOS,MG
PASTOS BONS-MA,"-6,6","-44,07",PASTOS BONS,MA
PATIS-MG,"-16,07","-44,08",PATIS,MG
PATO BRAGADO-PR,"-24,62","-54,22",PATO BRAGADO,PR
PATO BRANCO-PR,"-26,22","-52,67",PATO BRANCO,PR
PATOS DE MINAS-MG,"-18,57","-46,51",PATOS DE MINAS,MG
PATOS DO PIAUI-PI,"-7,66","-41,24",PATOS DO PIAUI,PI
PATOS-PB,"-7,02","-37,28",PATOS,PB
PATROCINIO DO MURIAE-MG,"-21,15","-42,21",PATROCINIO DO MURIAE,MG
PATROCINIO PAULISTA-SP,"-20,63","-47,28",PATROCINIO PAULISTA,SP
PATROCINIO-MG,"-18,94","-46,99",PATROCINIO,MG
PATU-RN,"-6,11","-37,63",PATU,RN
PATY DO ALFERES-RJ,"-22,42","-43,41",PATY DO ALFERES,RJ
PAU BRASIL-BA,"-15,46","-39,65",PAU BRASIL,BA
PAU D'ARCO-PA,"-7,83","-50,04",PAU D'ARCO,PA
PAU D'ARCO-TO,"-7,54","-49,37",PAU D'ARCO,TO
PAU DOS FERROS-RN,"-6,11","-38,2",PAU DOS FERROS,RN
PAUDALHO-PE,"-7,89","-35,18",PAUDALHO,PE
PAUINI-AM,"-7,71","-66,97",PAUINI,AM
PAULA CANDIDO-MG,"-20,87","-42,98",PAULA CANDIDO,MG
PAULA FREITAS-PR,"-26,2","-50,93",PAULA FREITAS,PR
PAULICEIA-SP,"-21,31","-51,83",PAULICEIA,SP
PAULINIA-SP,"-22,76","-47,15",PAULINIA,SP
PAULINO NEVES-MA,"-2,71","-42,53",PAULINO NEVES,MA
PAULISTANA-PI,"-8,14","-41,15",PAULISTANA,PI
PAULISTANIA-SP,"-22,57","-49,4",PAULISTANIA,SP
PAULISTA-PB,"-6,59","-37,62",PAULISTA,PB
PAULISTA-PE,"-7,94","-34,87",PAULISTA,PE
PAULISTAS-MG,"-18,42","-42,86",PAULISTAS,MG
PAULO AFONSO-BA,"-9,4","-38,22",PAULO AFONSO,BA
PAULO DE FARIA-SP,"-20,03","-49,38",PAULO DE FARIA,SP
PAULO FRONTIN-PR,"-26,04","-50,83",PAULO FRONTIN,PR
PAULO JACINTO-AL,"-9,36","-36,37",PAULO JACINTO,AL
PAULO LOPES-SC,"-27,96","-48,68",PAULO LOPES,SC
PAULO RAMOS-MA,"-4,18","-45,2",PAULO RAMOS,MA
PAVAO-MG,"-17,42","-40,99",PAVAO,MG
PAVERAMA-RS,"-29,55","-51,73",PAVERAMA,RS
PAVUSSU-PI,"-7,96","-43,22",PAVUSSU,PI
PE DE SERRA-BA,"-11,83","-39,61",PE DE SERRA,BA
PEABIRU-PR,"-23,91","-52,34",PEABIRU,PR
PECANHA-MG,"-18,54","-42,55",PECANHA,MG
PEDERNEIRAS-SP,"-22,35","-48,77",PEDERNEIRAS,SP
PEDRA AZUL-MG,-16,"-41,29",PEDRA AZUL,MG
PEDRA BELA-SP,"-22,79","-46,44",PEDRA BELA,SP
PEDRA BONITA-MG,"-20,52","-42,33",PEDRA BONITA,MG
PEDRA BRANCA DO AMAPARI-AP,"0,77","-51,94",PEDRA BRANCA DO AMAPARI,AP
PEDRA BRANCA-CE,"-5,45","-39,71",PEDRA BRANCA,CE
PEDRA BRANCA-PB,"-7,42","-38,06",PEDRA BRANCA,PB
PEDRA DO ANTA-MG,"-20,59","-42,71",PEDRA DO ANTA,MG
PEDRA DO INDAIA-MG,"-20,25","-45,2",PEDRA DO INDAIA,MG
PEDRA DOURADA-MG,"-20,83","-42,15",PEDRA DOURADA,MG
PEDRA GRANDE-RN,"-5,15","-35,87",PEDRA GRANDE,RN
PEDRA LAVRADA-PB,"-6,75","-36,48",PEDRA LAVRADA,PB
PEDRA MOLE-SE,"-10,61","-37,68",PEDRA MOLE,SE
PEDRA PRETA-MT,"-16,62","-54,47",PEDRA PRETA,MT
PEDRA PRETA-RN,"-5,58","-36,1",PEDRA PRETA,RN
PEDRALVA-MG,"-22,24","-45,46",PEDRALVA,MG
PEDRANOPOLIS-SP,"-20,24","-50,11",PEDRANOPOLIS,SP
PEDRAO-BA,"-12,15","-38,65",PEDRAO,BA
PEDRA-PE,"-8,49","-36,94",PEDRA,PE
PEDRAS DE FOGO-PB,"-7,4","-35,11",PEDRAS DE FOGO,PB
PEDRAS DE MARIA DA CRUZ-MG,"-15,6","-44,39",PEDRAS DE MARIA DA CRUZ,MG
PEDRAS GRANDES-SC,"-28,43","-49,18",PEDRAS GRANDES,SC
PEDREGULHO-SP,"-20,25","-47,47",PEDREGULHO,SP
PEDREIRAS-MA,"-4,56","-44,59",PEDREIRAS,MA
PEDREIRA-SP,"-22,74","-46,9",PEDREIRA,SP
PEDRINHAS PAULISTA-SP,"-22,81","-50,79",PEDRINHAS PAULISTA,SP
PEDRINHAS-SE,"-11,19","-37,67",PEDRINHAS,SE
PEDRINOPOLIS-MG,"-19,22","-47,46",PEDRINOPOLIS,MG
PEDRO AFONSO-TO,"-8,96","-48,17",PEDRO AFONSO,TO
PEDRO ALEXANDRE-BA,"-10,01","-37,89",PEDRO ALEXANDRE,BA
PEDRO AVELINO-RN,"-5,52","-36,38",PEDRO AVELINO,RN
PEDRO CANARIO-ES,"-18,03","-40,15",PEDRO CANARIO,ES
PEDRO DE TOLEDO-SP,"-24,27","-47,23",PEDRO DE TOLEDO,SP
PEDRO DO ROSARIO-MA,"-2,97","-45,34",PEDRO DO ROSARIO,MA
PEDRO GOMES-MS,"-18,1","-54,55",PEDRO GOMES,MS
PEDRO II-PI,"-4,42","-41,45",PEDRO II,PI
PEDRO LAURENTINO-PI,"-8,06","-42,28",PEDRO LAURENTINO,PI
PEDRO LEOPOLDO-MG,"-19,61","-44,04",PEDRO LEOPOLDO,MG
PEDRO OSORIO-RS,"-31,86","-52,82",PEDRO OSORIO,RS
PEDRO REGIS-PB,"-6,63","-35,29",PEDRO REGIS,PB
PEDRO TEIXEIRA-MG,"-21,7","-43,74",PEDRO TEIXEIRA,MG
PEDRO VELHO-RN,"-6,43","-35,22",PEDRO VELHO,RN
PEIXE-BOI-PA,"-1,19","-47,31",PEIXE-BOI,PA
PEIXE-TO,"-12,02","-48,53",PEIXE,TO
PEIXOTO DE AZEVEDO-MT,"-10,22","-54,98",PEIXOTO DE AZEVEDO,MT
PEJUCARA-RS,"-28,42","-53,65",PEJUCARA,RS
PELOTAS-RS,"-31,77","-52,34",PELOTAS,RS
PENAFORTE-CE,"-7,82","-39,07",PENAFORTE,CE
PENALVA-MA,"-3,29","-45,17",PENALVA,MA
PENAPOLIS-SP,"-21,42","-50,07",PENAPOLIS,SP
PENDENCIAS-RN,"-5,26","-36,72",PENDENCIAS,RN
PENEDO-AL,"-10,29","-36,58",PENEDO,AL
PENHA-SC,"-26,76","-48,64",PENHA,SC
PENTECOSTE-CE,"-3,79","-39,27",PENTECOSTE,CE
PEQUERI-MG,"-21,83","-43,12",PEQUERI,MG
PEQUI-MG,"-19,63","-44,65",PEQUI,MG
PEQUIZEIRO-TO,"-8,59","-48,93",PEQUIZEIRO,TO
PERDIGAO-MG,"-19,95","-45,08",PERDIGAO,MG
PERDIZES-MG,"-19,35","-47,29",PERDIZES,MG
PERDOES-MG,"-21,09","-45,09",PERDOES,MG
PEREIRA BARRETO-SP,"-20,63","-51,1",PEREIRA BARRETO,SP
PEREIRAS-SP,"-23,07","-47,97",PEREIRAS,SP
PEREIRO-CE,"-6,04","-38,46",PEREIRO,CE
PERI MIRIM-MA,"-2,57","-44,85",PERI MIRIM,MA
PERIQUITO-MG,"-19,15","-42,23",PERIQUITO,MG
PERITIBA-SC,"-27,37","-51,9",PERITIBA,SC
PERITORO-MA,"-4,38","-44,33",PERITORO,MA
PEROBAL-PR,"-23,89","-53,41",PEROBAL,PR
PEROLA D'OESTE-PR,"-25,82","-53,74",PEROLA D'OESTE,PR
PEROLANDIA-GO,"-17,52","-52,06",PEROLANDIA,GO
PEROLA-PR,"-23,8","-53,68",PEROLA,PR
PERUIBE-SP,"-24,32","-46,99",PERUIBE,SP
PESCADOR-MG,"-18,35","-41,59",PESCADOR,MG
PESQUEIRA-PE,"-8,35","-36,69",PESQUEIRA,PE
PETROLANDIA-PE,"-9,06","-38,3",PETROLANDIA,PE
PETROLANDIA-SC,"-27,53","-49,69",PETROLANDIA,SC
PETROLINA DE GOIAS-GO,"-16,09","-49,33",PETROLINA DE GOIAS,GO
PETROLINA-PE,"-9,39","-40,5",PETROLINA,PE
PETRONIO PORTELA-PI,"-8,08","-42,05",PETRONIO PORTELA,PI
PETROPOLIS-RJ,"-22,5","-43,17",PETROPOLIS,RJ
PIACABUCU-AL,"-10,4","-36,43",PIACABUCU,AL
PIACATU-SP,"-21,59","-50,59",PIACATU,SP
PIANCO-PB,"-7,19","-37,92",PIANCO,PB
PIATA-BA,"-13,15","-41,77",PIATA,BA
PIAU-MG,"-21,5","-43,32",PIAU,MG
PICADA CAFE-RS,"-29,44","-51,13",PICADA CAFE,RS
PICARRA-PA,"-6,43","-48,87",PICARRA,PA
PICARRAS-SC,"-26,76","-48,67",PICARRAS,SC
PICOS-PI,"-7,07","-41,46",PICOS,PI
PICUI-PB,"-6,55","-36,34",PICUI,PB
PIEDADE DE CARATINGA-MG,"-19,75","-42,07",PIEDADE DE CARATINGA,MG
PIEDADE DE PONTE NOVA-MG,"-20,24","-42,73",PIEDADE DE PONTE NOVA,MG
PIEDADE DO RIO GRANDE-MG,"-21,46","-44,19",PIEDADE DO RIO GRANDE,MG
PIEDADE DOS GERAIS-MG,"-20,47","-44,22",PIEDADE DOS GERAIS,MG
PIEDADE-SP,"-23,71","-47,42",PIEDADE,SP
PIEN-PR,"-26,09","-49,42",PIEN,PR
PILAO ARCADO-BA,-10,"-42,5",PILAO ARCADO,BA
PILAR DE GOIAS-GO,"-14,76","-49,57",PILAR DE GOIAS,GO
PILAR DO SUL-SP,"-23,81","-47,71",PILAR DO SUL,SP
PILAR-AL,"-9,59","-35,95",PILAR,AL
PILAR-PB,"-7,26","-35,26",PILAR,PB
PILOES-PB,"-6,9","-35,62",PILOES,PB
PILOES-RN,"-6,26","-38,04",PILOES,RN
PILOEZINHOS-PB,"-6,85","-35,52",PILOEZINHOS,PB
PIMENTA BUENO-RO,"-11,67","-61,19",PIMENTA BUENO,RO
PIMENTA-MG,"-20,48","-45,79",PIMENTA,MG
PIMENTEIRAS DO OESTE-RO,"-13,48","-61,04",PIMENTEIRAS DO OESTE,RO
PIMENTEIRAS-PI,"-6,24","-41,41",PIMENTEIRAS,PI
PINDAI-BA,"-14,49","-42,68",PINDAI,BA
PINDAMONHANGABA-SP,"-22,92","-45,46",PINDAMONHANGABA,SP
PINDARE MIRIM-MA,"-3,6","-45,34",PINDARE MIRIM,MA
PINDOBA-AL,"-9,47","-36,29",PINDOBA,AL
PINDOBACU-BA,"-10,74","-40,36",PINDOBACU,BA
PINDORAMA DO TOCANTINS-TO,"-11,13","-47,57",PINDORAMA DO TOCANTINS,TO
PINDORAMA-SP,"-21,18","-48,9",PINDORAMA,SP
PINDORETAMA-CE,"-4,02","-38,3",PINDORETAMA,CE
PINGO D'AGUA-MG,"-19,72","-42,4",PINGO D'AGUA,MG
PINHAIS-PR,"-25,44","-49,19",PINHAIS,PR
PINHAL DE SAO BENTO-PR,"-26,03","-53,48",PINHAL DE SAO BENTO,PR
PINHAL GRANDE-RS,"-29,34","-53,3",PINHAL GRANDE,RS
PINHALAO-PR,"-23,79","-50,05",PINHALAO,PR
PINHAL-RS,"-27,51","-53,21",PINHAL,RS
PINHALZINHO-SC,"-26,84","-52,99",PINHALZINHO,SC
PINHALZINHO-SP,"-22,77","-46,59",PINHALZINHO,SP
PINHAO-PR,"-25,69","-51,66",PINHAO,PR
PINHAO-SE,"-10,56","-37,72",PINHAO,SE
PINHEIRAL-RJ,"-22,51",-44,PINHEIRAL,RJ
PINHEIRINHO DO VALE-RS,"-27,21","-53,61",PINHEIRINHO DO VALE,RS
PINHEIRO MACHADO-RS,"-31,57","-53,38",PINHEIRO MACHADO,RS
PINHEIRO PRETO-SC,"-27,05","-51,23",PINHEIRO PRETO,SC
PINHEIRO-MA,"-2,52","-45,08",PINHEIRO,MA
PINHEIROS-ES,"-18,38","-40,12",PINHEIROS,ES
PINTADAS-BA,"-11,81","-39,9",PINTADAS,BA
PINTOPOLIS-MG,"-16,05","-45,15",PINTOPOLIS,MG
PIO IX-PI,"-6,83","-40,57",PIO IX,PI
PIO XII-MA,"-3,87","-45,28",PIO XII,MA
PIQUEROBI-SP,"-21,86","-51,72",PIQUEROBI,SP
PIQUET CARNEIRO-CE,"-5,8","-39,41",PIQUET CARNEIRO,CE
PIQUETE-SP,"-22,61","-45,17",PIQUETE,SP
PIRACAIA-SP,"-23,05","-46,35",PIRACAIA,SP
PIRACANJUBA-GO,"-17,3","-49,01",PIRACANJUBA,GO
PIRACEMA-MG,"-20,5","-44,48",PIRACEMA,MG
PIRACICABA-SP,"-22,72","-47,64",PIRACICABA,SP
PIRACURUCA-PI,"-3,92","-41,7",PIRACURUCA,PI
PIRAI DO NORTE-BA,"-13,76","-39,37",PIRAI DO NORTE,BA
PIRAI DO SUL-PR,"-24,52","-49,94",PIRAI DO SUL,PR
PIRAI-RJ,"-22,62","-43,89",PIRAI,RJ
PIRAJUBA-MG,"-19,9","-48,7",PIRAJUBA,MG
PIRAJUI-SP,"-21,99","-49,45",PIRAJUI,SP
PIRAJU-SP,"-23,19","-49,38",PIRAJU,SP
PIRAMBU-SE,"-10,73","-36,85",PIRAMBU,SE
PIRANGA-MG,"-20,68","-43,3",PIRANGA,MG
PIRANGI-SP,"-21,09","-48,65",PIRANGI,SP
PIRANGUCU-MG,"-22,52","-45,49",PIRANGUCU,MG
PIRANGUINHO-MG,"-22,4","-45,53",PIRANGUINHO,MG
PIRANHAS-AL,"-9,62","-37,75",PIRANHAS,AL
PIRANHAS-GO,"-16,42","-51,82",PIRANHAS,GO
PIRAPEMAS-MA,"-3,72","-44,22",PIRAPEMAS,MA
PIRAPETINGA-MG,"-21,65","-42,34",PIRAPETINGA,MG
PIRAPORA DO BOM JESUS-SP,"-23,39",-47,PIRAPORA DO BOM JESUS,SP
PIRAPORA-MG,"-17,34","-44,94",PIRAPORA,MG
PIRAPO-RS,"-28,04","-55,19",PIRAPO,RS
PIRAPOZINHO-SP,"-22,27","-51,5",PIRAPOZINHO,SP
PIRAQUARA-PR,"-25,44","-49,06",PIRAQUARA,PR
PIRAQUE-TO,"-6,77","-48,29",PIRAQUE,TO
PIRASSUNUNGA-SP,"-21,99","-47,42",PIRASSUNUNGA,SP
PIRATININGA-SP,"-22,41","-49,13",PIRATININGA,SP
PIRATINI-RS,"-31,44","-53,1",PIRATINI,RS
PIRATUBA-SC,"-27,42","-51,77",PIRATUBA,SC
PIRAUBA-MG,"-21,27","-43,02",PIRAUBA,MG
PIRENOPOLIS-GO,"-15,85","-48,95",PIRENOPOLIS,GO
PIRES DO RIO-GO,"-17,3","-48,28",PIRES DO RIO,GO
PIRES FERREIRA-CE,"-4,24","-40,64",PIRES FERREIRA,CE
PIRIPA-BA,"-14,94","-41,72",PIRIPA,BA
PIRIPIRI-PI,"-4,27","-41,77",PIRIPIRI,PI
PIRITIBA-BA,"-11,73","-40,55",PIRITIBA,BA
PIRPIRITUBA-PB,"-6,78","-35,49",PIRPIRITUBA,PB
PITANGA-PR,"-24,75","-51,76",PITANGA,PR
PITANGUEIRAS-PR,"-23,23","-51,58",PITANGUEIRAS,PR
PITANGUEIRAS-SP,-21,"-48,22",PITANGUEIRAS,SP
PITANGUI-MG,"-19,68","-44,89",PITANGUI,MG
PITIMBU-PB,"-7,47","-34,8",PITIMBU,PB
PIUI-MG,"-20,46","-45,95",PIUI,MG
PIUMA-ES,"-20,83","-40,72",PIUMA,ES
PIUM-TO,"-10,44","-49,18",PIUM,TO
PLACAS-PA,"-3,86","-54,22",PLACAS,PA
PLACIDO DE CASTRO-AC,"-10,27","-67,15",PLACIDO DE CASTRO,AC
PLANALTINA DO PARANA-PR,-23,"-52,91",PLANALTINA DO PARANA,PR
PLANALTINA-GO,"-15,45","-47,61",PLANALTINA,GO
PLANALTINO-BA,"-13,25","-40,36",PLANALTINO,BA
PLANALTO ALEGRE-SC,"-27,07","-52,86",PLANALTO ALEGRE,SC
PLANALTO DA SERRA-MT,"-14,65","-54,77",PLANALTO DA SERRA,MT
PLANALTO-BA,"-14,67","-40,47",PLANALTO,BA
PLANALTO-PR,"-25,71","-53,76",PLANALTO,PR
PLANALTO-RS,"-27,32","-53,05",PLANALTO,RS
PLANALTO-SP,"-21,03","-49,92",PLANALTO,SP
PLANURA-MG,"-20,13","-48,7",PLANURA,MG
PLATINA-SP,"-22,63","-50,2",PLATINA,SP
POA-SP,"-23,52","-46,34",POA,SP
POCAO DE PEDRAS-MA,"-4,67","-44,89",POCAO DE PEDRAS,MA
POCAO-PE,"-8,18","-36,7",POCAO,PE
POCINHOS-PB,"-7,07","-36,06",POCINHOS,PB
POCO BRANCO-RN,"-5,62","-35,66",POCO BRANCO,RN
POCO DANTAS-PB,"-6,4","-38,49",POCO DANTAS,PB
POCO DAS ANTAS-RS,"-29,45","-51,67",POCO DAS ANTAS,RS
POCO DAS TRINCHEIRAS-AL,"-9,31","-37,28",POCO DAS TRINCHEIRAS,AL
POCO DE JOSE DE MOURA-PB,"-6,57","-38,51",POCO DE JOSE DE MOURA,PB
POCO FUNDO-MG,"-21,78","-45,96",POCO FUNDO,MG
POCO REDONDO-SE,"-9,8","-37,68",POCO REDONDO,SE
POCO VERDE-SE,"-10,7","-38,18",POCO VERDE,SE
POCOES-BA,"-14,53","-40,36",POCOES,BA
POCONE-MT,"-16,25","-56,62",POCONE,MT
POCOS DE CALDAS-MG,"-21,78","-46,56",POCOS DE CALDAS,MG
POCRANE-MG,"-19,62","-41,63",POCRANE,MG
POJUCA-BA,"-12,43","-38,32",POJUCA,BA
POLONI-SP,"-20,78","-49,82",POLONI,SP
POMBAL-PB,"-6,77","-37,8",POMBAL,PB
POMBOS-PE,"-8,14","-35,39",POMBOS,PE
POMERODE-SC,"-26,74","-49,17",POMERODE,SC
POMPEIA-SP,"-22,1","-50,17",POMPEIA,SP
POMPEU-MG,"-19,22","-44,93",POMPEU,MG
PONGAI-SP,"-21,73","-49,36",PONGAI,SP
PONTA DE PEDRAS-PA,"-1,39","-48,87",PONTA DE PEDRAS,PA
PONTA GROSSA-PR,"-25,09","-50,16",PONTA GROSSA,PR
PONTA PORA-MS,"-22,53","-55,72",PONTA PORA,MS
PONTAL DO ARAGUAIA-MT,"-15,93","-52,31",PONTAL DO ARAGUAIA,MT
PONTAL DO PARANA-PR,"-25,67","-48,51",PONTAL DO PARANA,PR
PONTALINA-GO,"-17,52","-49,44",PONTALINA,GO
PONTALINDA-SP,"-20,44","-50,52",PONTALINDA,SP
PONTAL-SP,"-21,02","-48,03",PONTAL,SP
PONTAO-RS,"-28,05","-52,67",PONTAO,RS
PONTE ALTA DO BOM JESUS-TO,"-12,09","-46,47",PONTE ALTA DO BOM JESUS,TO
PONTE ALTA DO NORTE-SC,"-27,15","-50,46",PONTE ALTA DO NORTE,SC
PONTE ALTA DO TOCANTINS-TO,"-10,74","-47,53",PONTE ALTA DO TOCANTINS,TO
PONTE ALTA-SC,"-27,48","-50,38",PONTE ALTA,SC
PONTE BRANCA-MT,"-16,76","-52,83",PONTE BRANCA,MT
PONTE NOVA-MG,"-20,41","-42,9",PONTE NOVA,MG
PONTE PRETA-RS,"-27,65","-52,48",PONTE PRETA,RS
PONTE SERRADA-SC,"-26,87","-52,01",PONTE SERRADA,SC
PONTES E LACERDA-MT,"-15,22","-59,33",PONTES E LACERDA,MT
PONTES GESTAL-SP,"-20,16","-49,7",PONTES GESTAL,SP
PONTO BELO-ES,"-18,12","-40,54",PONTO BELO,ES
PONTO CHIQUE-MG,"-16,63","-45,06",PONTO CHIQUE,MG
PONTO DOS VOLANTES-MG,"-16,75","-41,5",PONTO DOS VOLANTES,MG
PONTO NOVO-BA,"-10,86","-40,13",PONTO NOVO,BA
POPULINA-SP,"-19,95","-50,53",POPULINA,SP
PORANGABA-SP,"-23,17","-48,12",PORANGABA,SP
PORANGA-CE,"-4,74","-40,92",PORANGA,CE
PORANGATU-GO,"-13,44","-49,14",PORANGATU,GO
PORCIUNCULA-RJ,"-20,96","-42,04",PORCIUNCULA,RJ
PORECATU-PR,"-22,75","-51,37",PORECATU,PR
PORTALEGRE-RN,"-6,02","-37,98",PORTALEGRE,RN
PORTAO-RS,"-29,7","-51,24",PORTAO,RS
PORTEIRAO-GO,"-17,81","-50,16",PORTEIRAO,GO
PORTEIRAS-CE,"-7,53","-39,11",PORTEIRAS,CE
PORTEIRINHA-MG,"-15,74","-43,02",PORTEIRINHA,MG
PORTELANDIA-GO,"-17,35","-52,67",PORTELANDIA,GO
PORTEL-PA,"-1,93","-50,82",PORTEL,PA
PORTO ACRE-AC,"-9,58","-67,53",PORTO ACRE,AC
PORTO ALEGRE DO NORTE-MT,"-10,87","-51,63",PORTO ALEGRE DO NORTE,MT
PORTO ALEGRE DO PIAUI-PI,"-6,96","-44,18",PORTO ALEGRE DO PIAUI,PI
PORTO ALEGRE DO TOCANTINS-TO,"-11,6","-47,04",PORTO ALEGRE DO TOCANTINS,TO
PORTO ALEGRE-RS,"-30,03","-51,23",PORTO ALEGRE,RS
